brand,review_text,star_rating,sentiment,date
Boohoo,"I ordered a dress from them waited over a month, dress never came.  I literally tried to get them to send me a replacement around 3 weeks in they wouldn’t and by the deadline for me receiving a refund they no longer had the dress in my size.  So disappointed",1,Negative,2026-03-18
Boohoo,"Jeans ordered over 1 month ago, which were lost by the delivery company. Subsequent attempts to sort out / get a refund with BooHoo have been unsuccessful. Very difficult to get in touch with them. No response to WhatsApp messages, other than asking for information already supplied. I've lost £31. Steer clear of this company, they do not care about their customers.",1,Negative,2026-03-18
Boohoo,"Not even one star but have to click one. They are scamming people, shocking customer service and do not send refund. Been 2 months and I’m still waiting for mine they say they send it but they don’t. Then take ages to reply saying the same thing and nothing changes. Disgusted by this company and will never use them again and make sure I tell everyone not to use them to.",1,Negative,2026-03-18
Boohoo,"I ordered two items that did not fit. I returned them and received a confirmation for a refund, but only for one item (the cheaper one). I contacted customer service both via chat and email. Most of the time I received automated responses, but a few times I got replies from an actual person. They then asked me to provide the return receipt or other proof.
I have attached the return receipt twice and waited for a response. Nothing is happening. Do you think I am lying about having returned both items and trying to cheat you out of money? There is absolutely nothing enjoyable about having to send messages like this, and there is no reason for me to lie!
This is taking so much time and energy. I need my refund. I am also a student, and this is a significant amount of money for me. I will never order anything from you again. Thank you for your terrible service.",1,Negative,2026-03-18
Boohoo,"What a joke my daughter placed an order returned some items then had to keep chasing for a refund , finally sorted out but was put on a gift card which she never asked for . Today she has placed an order using the gift card but had to pay for delivery which she did on her debit card SURPRISE SURPRISE Boohoo have taken all the money out of her account and NOT taken it of her gift  card.  WE WILL NEVER BE ORDERING FROM THEM AGAIN you can’t speak to anyone and customer services take weeks in  getting back . Steer clear",1,Negative,2026-03-18
Boohoo,Terible return service . My order was rturned 10 days ago still not received refund they don't seem to acknowledge any email . Puts me of using them again,1,Negative,2026-03-17
Boohoo,Customer service is non existent. Sent me a dress with black stains on it and took FIVE DAYS to get through to an agent. I asked them for a full refund including shipping as the item was faulty and they refunded me WITHOUT giving back the shipping cost even though I explicitly asked. I said this to them and it’s been four days and no reply. They are thieves. If anything goes wrong with your order there is no one to help. They deserve to go out of business.,1,Negative,2026-03-17
Boohoo,"If unable to meet a next day delivery deadline then simply don’t offer it. Poor service from boohoo as usual. Theo asked me to mention his name, unsure why because he was beyond useless.",1,Negative,2026-03-17
Boohoo,"STEAL YOUR MONEY, GIVE YOU DIRTY USED CLOTHES PATHETIC WILL NEVER SHOP THERE AGAIN! WAS A FREQUENT SHOPPER UNTIL THEY STOLE MY MONEY AND TOLD ME THAT I WILL RECIEVE MY REFUND NEVER DID",1,Negative,2026-03-17
Boohoo,"Customer service is SHOCKING!!, I ordered 3 items and paid for next day delivery! 2 items arrived and said 3 had been delivered (the one i was waiting for wasn't in the delivery) contacted customer service on messenger ASAP and still NO reply! Order no UK1127042996 please get this sorted!",1,Negative,2026-03-17
Boohoo,Terrible. Customer service is pretty much NON existent. Order came with complete wrong item (brown co ord ordered and white old horrible crop t shirt delivered). Waste of money and will not return any messages. Basically have stole my money and I don’t even have what I ordered. Disgraceful company customer service what has happened to Boohoo? Will be posting this all over social media,1,Negative,2026-03-17
Boohoo,Good news I got a email from Amie today from boohoo complaints office who emailed me on behalf of the CEO Dan Finley and said it will be sorted out so good service from Amie 5* let's hope she is true to her words?,5,Positive,2026-03-17
Boohoo,"Paid for express delivery on 9th and package was not shipped until 13th, today is 17th and package is still in transit. Express delivery was promised 5 days. Wasted my money($30) for express delivery Customer service does not exist just ai, tracking website is blank with no information. I don't even know if my package will arrive before my event.",1,Negative,2026-03-16
Boohoo,Scammers. Have tried to return items but no option for refund to original payment. They refuse to refund and have said they sent credit note and they have not done either. Boohoo respond to my messages and give me back my refund.,1,Negative,2026-03-16
Boohoo,Kai was very efficient and to the point with my questions!,5,Positive,2026-03-16
Boohoo,"Diabolical 
Bought a pair of shoes at the beginning of January. Never delivered. Promised a refund about 5 weeks ago. Nothing despite constant chasing. They have now had my money for 11 weeks. Diabolical service. They should not be allowed to trade- avoid this firm at all costs",1,Negative,2026-03-16
Boohoo,"I ordered via Boohoo from one of their partner brands and discovered that returns are “gift card only”, even though this was never selected or clearly explained at checkout. Worse still, the return cannot even be processed.

Boohoo tell me to contact PrettyLittleThing, while PrettyLittleThing tell me to go through Boohoo. No ownership, no solution, and no support for the customer.

This kind of confusing returns policy and lack of accountability is unacceptable. If you value straightforward refunds and responsive service, think twice before ordering this way.",1,Negative,2026-03-16
Boohoo,Absolutely disgusted by their customer service and refunds. Will never buy from them again. Waited over 2 months and still not refunded.,1,Negative,2026-03-16
Boohoo,"Dear Boohoo Customer Support,

I am contacting you in the hope that you may be able to assist with an issue I have been unable to resolve with BoohooMAN.

I recently returned an order to BoohooMAN (order number: MUK130186521). Unfortunately, four clothing items from another retailer (Valere Milano) were accidentally included in the return parcel. As a result, these items are now in BoohooMAN’s warehouse even though they are not BoohooMAN products.

I have contacted BoohooMAN customer support multiple times over the past several days via email, Facebook, and WhatsApp. After receiving an initial reply, I have not received any further responses, and the issue has not been addressed.

The situation is quite urgent because those four items are not part of the BoohooMAN return and I need them sent back to my address so they can be returned to the correct retailer.

As Boohoo and BoohooMAN are part of the same group, I wanted to reach out to you to see if you are able to help escalate this issue internally or direct me to someone who can assist in locating the items and arranging their return.

For reference, the BoohooMAN order number involved is MUK130186521.

I would really appreciate any assistance you can provide in resolving this matter.",1,Negative,2026-03-16
Boohoo,Boohoo representative were very prompt in answering my enquiry about a recent purchase online.,5,Positive,2026-03-16
Boohoo,"DO NOT ORDER FROM BOOHOO, THEY ARE AWFUL TO DEAL WITH IF YOU NEED HELP WITH YOUR ORDER OR TO RETURN/REFUND. 

They will only refund me via a gift voucher, despite me choosing refund back to my bank. I made 3 separate orders before Christmas and something from each of the orders had to go back. They have said that I must of accidentally pressed gift card for all 3 orders, which I absolutely didn’t. 

I have now had to go through my bank to get my money back because their customer service is awful. 

I used to order from Boohoo all the time but the quality of their clothing and customer service is awful now. I received wrong items and took a week for delivery despite having premier next day delivery! I won’t be surprised if they close down soon.",1,Negative,2026-03-15
Boohoo,"Start a Money Claim if you want your refund back. I was messed about from November with constant promises that the refund or gift card had been sent, but nothing was properly resolved. In my experience, the only thing that actually got movement was starting court action through Money Claim. Without that, they just kept dragging it out.",1,Negative,2026-03-15
Boohoo,"After three months of trying to resolve a simple issue with Debenhams (owned by Boohoo Group), I am still no further forward. I have already posted a detailed review on Debenhams’ Trustpilot page and as expected, the only response I received was the usual copy‑and‑paste line telling me to “contact customer service”. That would be fine if customer service actually responded, but they either take more than three weeks at a time to reply or give completely contradictory information when they finally do.

For context, my order arrived damaged in December. I cancelled the replacement immediately, yet Debenhams sent it anyway. They then contested the chargeback with my bank while ignoring my cancellation and multiple messages. When I finally reached the Escalations Team, I was told I needed to close the charge back, even though doing so would remove my protection and the dispute was only happening because Debenhams ignored me in the first place. I replied immediately and since then I’ve had 14 days of silence. This has now been going on for three months.

I’m posting this here because Boohoo Group own Debenhams, and at this point I need someone at a senior level to actually take responsibility instead of passing the buck back to the same customer service channels that have already failed repeatedly. I fully expect the standard “please contact customer service” reply to this review too, but after three months of delays, contradictions and silence, that simply isn’t good enough.

If I could offer advice based on my experience, it would be to avoid shopping with either Debenhams or Boohoo Group altogether. The customer service is shambolic.",1,Negative,2026-03-15
Boohoo,"The whole scenario of dealing with Debenhams on line was a nightmare.  The goods I ordered arrived ok, but the problems started when I needed to return said items.  I think this stems from goods that are returned are sent to a completely different company from where they originated from.  I really don't think Debenhams knows what it's right hand is doing from it's left.  How can they keep a track of things properly when this is the case? I completed my returns slip and sent my goods by Royal Mail Tracking to the address on the returns slip.  The goods arrived at their destination and an email was received to acknowledge this, but to try and get a refund from Debenhams was a complete nightmare.  Despite me having a Debenhams order number they said they couldn't find it on their system despite me sending numerous emails with photographic images of said item, tracking number and order number.  Sadly email is the only way to contact Debenhams, as there is no telephone number which is annoying in itself.  I also feel alot of the time it's a robot that you are trying to get your message across to which is akin to banging your head against a brick wall, and so utterly frustrating. Because of this horrendous experience I shall NEVER ever buy anything from Debenhams again which is such a shame as they do have some lovely things.  Please Debenhams if you can be bothered to read this review get your act together and listen to what customers are saying and get yourselves organised to provide good customer service.  If big companies like M and S and John Lewis can achieve it so can you.",1,Negative,2026-03-15
Boohoo,"I returned items to Boohoo and tracking confirms they received the return on 12 February. Over a month later I still have not received a refund.
The first I knew there was an issue was when Klarna informed me that the return had been refused by Boohoo. I had received no contact from Boohoo about this and certainly no gift card details.

Customer service then informed me that the refund had been processed as a gift card instead of being returned to the original payment method (Klarna). However, I did not knowingly select a gift card refund during the return process.

On the returns page, the gift card option offering additional credit appears to be pre-selected or highlighted, which makes it very easy to continue without realising store credit has been chosen. I expected the refund to go back to the original payment method.

What is even more confusing is that I have still not received any gift card email. A dispute was raised with Klarna on Thursday and there is still no gift card issued, yet customer service continue to say the refund option cannot be changed because it has already been processed.
If the gift card has not even been issued or used yet, it is difficult to understand why this cannot simply be corrected.

Meanwhile Klarna is still showing a balance for items that were returned weeks ago. I have contacted Boohoo several times but continue to receive generic responses rather than any real resolution.
This has been a very frustrating experience and not the level of service I expected.",1,Negative,2026-03-15
Boohoo,"Returned my order within the correct timeframe, selected a refund to my original payment method however I have been sent a gift card. Customer service just keep resending the same message and ignoring me when i explain my consumer rights. I will not stop chasing this and will not be making anymore orders until this is solved. It shouldn’t be this difficult to get a refund especially when you have done everything right.",1,Negative,2026-03-14
Boohoo,Had issues with an email address unable to be amended but Kai was quick to respond which was nice,4,Positive,2026-03-14
Boohoo,This company is absolutely vile. They thieves. Im owed £50 in returns from them. I have tried contacting them numerous times to get no response ever time. I dont have a lot of money and £50 is a lot of money to be stolen from me. Boohoo are an absolute disgrace,1,Negative,2026-03-14
Boohoo,Do not use boohoo if you want to return goods. There has been an issue with the returns portal i have tries for 7 days to get the issue resolved so i can return £120 worth of goods. I am getting no where . Boohoo is not replying by email or messager. The customer service is shocking. If no reply i will have to contact the bank and raise as a dispite as i have all the messages saved,1,Negative,2026-03-14
Boohoo,"I needed the item i ordered for the 17th of march and its late. Ive received no tracking information from boohoo or the courier (EVRI who are another disaster). Customer service is atrocious too, I just keep receiving automated messages on whatsapp telling me the tracking link theyve forwarded should work without a tracking no.. IT DOESNT. I've been a loyal customer to boohoo over the years and am very disappointed with their service now, especially having paid nearly £5 for delivery. Never again.",1,Negative,2026-03-14
Boohoo,Response took a little while but Oliver was great and resolved my issue straight away x,4,Positive,2026-03-14
Boohoo,"Ordered 3 x jumpsuits from boohoo . They are from pretty little thing and I need to return them as they are tiny . Boohoo, take absolutely no responsibility for the returns. Pretty little thing keep telling me I’m putting my order number or my email address wrong  on the portal. However, I am not it is all correct. It just does not work. So now I have three jumpsuits that need to be returned and I cannot get any help from boohoo or pretty little thing. I ordered from boohoo so my contract  is with boohoo,  so they need to sort out these returns instead of just washing their hands of it",1,Negative,2026-03-14
Boohoo,"I placed an order on January 3rd, but it didn’t arrive until February 14th. The same day the delivery partner dropped it off at my door, I attempted to return the item. However, I was told that I was outside of the 28-day return window.

I explained that this was unacceptable, considering the delay was caused by the shipping process and completely out of my control. I asked to speak with several managers, but each time I was told, “Unfortunately, you are outside of the time frame.”

Only after I mentioned that I would report the situation to the BBB did the issue suddenly get resolved and a refund was issued.

In my opinion, it should not have required that level of escalation for a reasonable request. If an item takes over six weeks to be delivered, it’s not fair to hold the customer responsible for a return window that effectively expired before the package even arrived. The delay was due to BoohooMAN’s chosen third-party delivery partners, not the customer.

I’ve always enjoyed BoohooMAN and have had positive experiences in the past, but this situation was disappointing and left a bad impression. I hope the company reviews how return timelines are handled when delivery delays like this occur, so other customers don’t face the same issue.",1,Negative,2026-03-14
Boohoo,"Spoke to a person named kai who helped me out straight away , didn't even have to wait 2 mins for a reply and help with my order , great customer service",5,Positive,2026-03-13
Boohoo,"Really poor service from boohoo when trying to return an item which my order number was not being accepted on the portal. The only person who actually helped after weeks of trying was Bellamy. 

Thank you Bellamy.",2,Negative,2026-03-13
Boohoo,"DO NOT BUY ANYTHING FROM BOOHOO! 
I’ve been trying for over 3 months to get my refund of £130 and a gift certificate of £55.65 issued correctly. Speaking to several different advisors and countless emails  who haven’t successfully resolved this issue.  I am beyond furious at how diabolical the customer service is.  I’ve just attempted again to try and sort it to be told because it’s over a month all they won’t look into it??!! How on earth can a company refuse to help you and essentially close down the enquiry when it’s THEIR fault why I haven’t got this sorted in the first place and still owe me money !! It’s an absolute JOKE!!  So so angry and frustrating! Boohoo you are scamming people out of money!! Disgusting",1,Negative,2026-03-13
Boohoo,"Talked to Theo today he was quick, responsive and helpful, he issued me a full refund as i requested and was very polite.",5,Positive,2026-03-13
Boohoo,"They don’t refund you.you try to get help and they drag it along.thry don’t reply and now it’s over a month since my refund they now say they won’t help me.
I’m cancelling my account because it’s nothing but hassle",1,Negative,2026-03-13
Boohoo,False advertising on delivery times. Customer Service which is only via messenger absolutely useless - keep repeating same useless information. Will not use again.,1,Negative,2026-03-13
Boohoo,"Boohoo customer service is nonexistent. I returned over £200 worth of goods and expected the money back onto my original payment method. However, they sent me vouchers instead. After weeks of slow messages on their WhatsApp chat, it came to nothing, they wouldn’t help me at all, telling me I knowingly selected a gift voucher, which I didn’t. I now have a 90 day £200 voucher, that I don’t even want to use, but I’m going to have to or I’ll just be throwing away £200. 

Absolutely disgusting customer service. I will never shop there again after using this voucher.",1,Negative,2026-03-13
Boohoo,Dont waste your time  sent me the wrong items  there mistake and I paid £40 but refund entitlement is only £32 seriously what a joke trying to get hold of customer service is a joke ive emailed so many times and no response.  Don't get done like I did   lost money no refund given still  customer service is rubbish,1,Negative,2026-03-13
Boohoo,Damaged goods obviously returns as one had makeup mark returned all goods still waiting refund over a month and then told id be getting a voucher ??? Still no refund or voucher a voucher I do not want as I would NEVER purchase from this company again. Customer service non existent when you do get a reply it’s rude and patronising. Generated reply of customer services is exceptionally busy !!!! I wonder why oh yes that will be because they are inundated with unhappy customers due to their substandard goods and their incompetence DO NOT USE,1,Negative,2026-03-13
Boohoo,Oliver responded accordingly and gave me all the info I needed in one message. Thank you for reassuring me that my refund was on its way.,5,Positive,2026-03-12
Boohoo,"Poor return service 
In fact at this precise moment I am still not able to return anything 
Do not use this company unless you know for definite it is going to fit …. 
Won’t use again",1,Negative,2026-03-12
Boohoo,"Bought a few dresses and needed to return one from PLT (bought via Boohoo). 
When i followed the link to the returns portal it just kept stating it couldn't find my order. 
I spoke with PLT who said i had to raise this with Boohoo, as i bought it via their site. 
I spoke to Boohoo via Facebook and the customer service rep has literally sent me the same link to the same portal that DOES NOT WORK. The rep literally sent the link and ended the conversation before I could even respond to say it isn't working. 
I dont understand how hard it is to just send me a returns label??",1,Negative,2026-03-12
Boohoo,"Done my first order with them and was sent a previously returned item of clothing that is faulty and also they are advertising matching set when delivered set was 2 different colours, there customer service is shocking still no answer and it's been over 24 hours how can they say that there fast with responses when clearly they are not! Will NEVER be buying from them again!",1,Negative,2026-03-12
Boohoo,"If I could rate zero I could
Returned an order end of January and they've stated it's been refunded which it has not. Parcel has been sorting at Heathrow Airport for 4 weeks and they expect me to sort it out. I followed all there instructions. Trying to contact them is a nightmare, they aren't interested in fixing this and it's a $200 order! 
Wouldn't recommend at all",1,Negative,2026-03-12
Boohoo,"I am extremely disappointed with Boohoo. I returned an order and expected a refund to my original payment method, only to be told it was processed as store credit. The company claims I ""selected"" the gift card option, but this is false and has happened to others looking at comments and reviews. 
Under the UK Consumer Rights Act and Consumer Contracts Regulations, I am entitled to a refund via the original payment method unless I expressly and clearly opted otherwise. 
My credit remains unused, yet support is refusing to reverse this ""error."" I have documented my numerous attempts to contact them and their lack of response and will be escalating this to Citizens Advice and my bank for a chargeback if not corrected immediately. Avoid this company if you value your consumer rights.",1,Negative,2026-03-11
Boohoo,Absoloute shocking cant speak to anyone cabt whats app bevause not a iphone user only way to contact is through messenger!!! I bought several outfits used Klana 30 days as i knew half the stuff i wpuld be returning due to ordering mutiple sizes!!! And almost at my payment due date and no refund even though it was sent back in February!!! I will not be using EVER again and wpuld avoid if you want a refund,1,Negative,2026-03-11
Boohoo,"I returned several items to Boohoo by selecting the products I wanted to return online and sending the package back. However, I received an email stating that only 1 out of the 5 items in the package was received, and my refund was issued accordingly for only that 1 item. 

Since Sunday, I have been trying to contact Boohoo’s customer service but have only been able to interact with bots. Despite repeatedly requesting to speak with a human representative, I have not had any success. The responses are repetitive and ask for proof of return, yet they do not accept screenshots or pictures as evidence.

Moreover, I have emailed customer service directly but have not even received an automated acknowledgement confirming they received my email. The customer service is poorly managed, and this experience has left me very disappointed. I doubt I will shop with Boohoo again and may have to consider legal action to recover my full refund.",1,Negative,2026-03-11
Boohoo,"Wrong item received. Very difficult to reach customer services.  I had to search for their social media as their website sends you to a German singer on facebook... 
They are asking me to return the item I did not order and pay ahead. Won't provide prepaid labels. Reading the reviews I do not want to go through the hasstle and spend any more money.
Also found an email but no response.
Edit- it took 10 days of talking to an AI bot and asking to chat to an agent. I managed to get a prepaid label but it took a lot of messaging back and forth. I returned the item and waiting for the refund.",1,Negative,2026-03-11
Boohoo,"I’m extremely disappointed with my recent experience with Boohoo.

I originally spent around £140 on bridesmaid dresses for my upcoming wedding. When the dresses didn’t work out, the return was processed as multiple gift cards rather than a refund to my original payment method. I later discovered these gift cards expire after just 90 days, which I was not clearly aware of at the time.

Due to illness and childcare commitments, we couldn’t organise a suitable time for everyone to try the dresses immediately, which delayed reordering. I did manage to use part of one of the gift cards, showing my intention to spend the credit, but the remaining balances expired before I realised how short the validity period was.

I contacted Boohoo customer service explaining the situation and that I still intended to spend the money with Boohoo on wedding outfits, but they refused to reinstate the balance even as a goodwill gesture and the whole process has been unnecessarily drawn out.

What is most frustrating is that this wasn’t a promotional voucher, it was money from my own returned purchase. Losing the remaining balance simply because it was converted into expiring store credit feels extremely unfair.

It’s disappointing that Boohoo would rather keep refunded customer money than allow a loyal customer to spend it with them.

What is most frustrating is that this wasn’t a promotional voucher — it was money from my own returned purchase. Losing the remaining balance simply because it was converted into expiring store credit feels extremely unfair.

Despite multiple attempts to resolve this with customer service, the issue remains unresolved and I still do not have access to the refunded balance from my purchase. I hope Boohoo will review this situation and reinstate the balance, as it seems unreasonable that refunded customer money can effectively disappear due to a short expiry on store credit.",1,Negative,2026-03-11
Boohoo,"I would give 0 stars if I could, absolutely appalling company!!! I clicked I wanted a refund when returning over £150 worth of items and they’ve sent me a gift card and now won’t answer any emails or texts! No number to call! Absolutely ridiculous how they can do this to anyone!!! I would not recommend. The clothes are awful quality also hence why I’m returning so many items.",1,Negative,2026-03-11
Boohoo,Absolutely horrified order arrived 1 item out of 4 and charged for all 4 reached out on every social media platform for customer service been ignored for 1 week now shocking !!,1,Negative,2026-03-11
Boohoo,"Terrible customer service which you can only contact via insta and fb.
Im unable to return an item as it doesn't recognise its own order number.
Chat doesn't respond and emails are not being responded to. Stay away from this platform",1,Negative,2026-03-11
Boohoo,"I purchased pjs from bohoo
Returned due to being see through since 23 feb have been chasing refund 

First and last order",1,Negative,2026-03-11
Boohoo,"This company is a joke, returned an order worth £200 and they’ve issued a gift card which I never requested or received. Refusing to re issue a refund as requested , spent  a lot of money  on this site but will never use again 
Customer service are useless take 2 days to reply then close the chat 2 seconds after replying",1,Negative,2026-03-11
Boohoo,I paid for 2 day delivery as I needed clothes for an interview. It didn't arrive so had to panick buy something last minute. When the dress did turn up the quality is terrible and the size isn't accurate. Absolute scammers,1,Negative,2026-03-11
Boohoo,Worst experience I didn’t  get my parcel delivered and they are not responding to my emails and messages I don’t know where is my parcel,1,Negative,2026-03-10
Boohoo,"Initially informed I would receive my refund during the start of March, it is now the 10th March and despite 3 emails querying the delay, customer service hasn't replied to any of the 3 emails.",1,Negative,2026-03-10
Boohoo,"Ordered a dress for NEXT DAY well within time frame. The order was NOT DISPATCHED on Thursday as it should have been and then I was panned off being told it could still arrive with DPD? LIED to my face blaming the courier. I understand deliveries may suffer delays but It wasn’t even with a courier, that the joke. Since THURSDAY I have requested a full cancellation/refund and the company has the cheek to wait until it was dispatched to then only refund the delivery cost? I NO LONGER NEED THE GOODS. You couldn’t provide the service promised so collect at your cost and provide my full refund! I would never even have written a review but I haven’t been able to speak to a human since this started on THURSDAY! Just AI which repeats its requests. So angry I have to take the time to sort this companies mistakes because they want to save pennies.",1,Negative,2026-03-10
Boohoo,"Ordered 3 items. Did not look anything like photo. Been waiting for refund /none reply. Website designed to make it difficult for returning items. Had to get PayPal involved.
VERY DISSATISFIED",1,Negative,2026-03-10
Boohoo,"Absolute joke of a company. Customer service is non existent, got leggings from pretty little things unaware I have to return through them. They don't answer messages on FB messenger, stuck with leggings that don't fit, no customer service to help.",1,Negative,2026-03-10
Boohoo,"I placed an order and paid for next day delivery on the 24th of February! The order is nowhere to be seen! The only communication I've had is from DPD stating they haven't received my order. I've had no response from Boohoo and the only way to contact them is ios message and Facebook messenger ! Absolute joke of a company, do not use them",1,Negative,2026-03-10
Boohoo,"I used to use Boohoo regularly but haven't for some time, and decided to order a top this week. I chose next day delivery since I needed it quick (spoiler - next day delivery took four days). Customer service does not exist, you just get auto-generated messages again and again that make you want to rip your hair out and the messages even say to AVOID SENDING FURTHER MESSAGES - who is this helping?! They've done away with their phone line and their Messenger link from their website is attached to a random singer BOO HOO, not them! Shocked at how it's gone downhill, the app is also terrible and poorly made. I highly suspect they're about to go into administration. I will not repurchase, awful!",1,Negative,2026-03-10
Boohoo,"This company is so bad I ordered a cardigan in a large size but they sent me a small, I can’t contact them and they don’t reply to sms. I just wants a full refund. I am so annoyed at them and have tried for over a week to get into contact",1,Negative,2026-03-10
Boohoo,"I recently created a return for order SX110077661, but unfortunately the wrong return method (Self-Post) was selected by mistake.

I contacted customer service immediately to ask for help cancelling the return so I can create a new one correctly. Theo from the support team kindly informed me that the return can be cancelled since the parcel has not been sent yet.

However, I am still waiting for the cancellation to be processed.

For transparency, I have contacted customer service through the following email addresses but have not yet received a final resolution:
se.customerservices… at boohoo.com
customerservices… at boohoo.com
customerservices… at debenhams.com
(I couldn’t include the full email addresses here, but you can see the beginning of them.)

Reference number: [#24616914]

I would really appreciate it if the support team could review this case and cancel the current return so I can submit a new one correctly.

I HOPE Boohoo can help resolve this soon, as I'm simply waiting for the return cancellation before proceeding.

Can anyone from the support team PLEASE HELP resolve this as soon as possible? 🙏",3,Neutral,2026-03-09
Boohoo,"Whatever happened to Boohoo?!
I returned some items, it took a few weeks to receive a refund,which was sent to me as a gift card- they said I had chosen that option.
Had to return more items of my next order, they refunded me for 2 items and still owed me money for the rest of the returned garments. 
After many unreplied emails and WhatsApp messages, my refund was finally sent to me.
I will never order from Boohoo again!",1,Negative,2026-03-09
Boohoo,I have tried several forms of contact to try to resolve an issue - with only a reply from a robot that doesn’t understand the issue. How do I get a HUMAN to help?!,1,Negative,2026-03-09
Boohoo,"Very disappointed with my experience. I ordered several items that never arrived, and after contacting customer service it took over a month just to receive a refund. Even then, the refund was not issued in full.

Despite the fact that I never received the goods, I was still charged £4.99 for shipping, which makes no sense. On top of that, there was an additional charge of £2.49 that has never been explained. I am not been told that since the return was over a month ago they cannot investigate this any further!! It has been Boohoo that haven taken over a month to resolve only half the issue. 

Overall, the process was frustrating, slow, and poorly handled. If a product isn’t delivered, customers should not have to chase for weeks and still end up paying unexplained charges. I hope the company reviews its refund process and customer service because this experience has been very disappointing.",1,Negative,2026-03-09
Boohoo,Nearly impossible to get any help with your order if there are issues because they don’t have a contact number and will not get back to you once you’ve gotten past the ai chat bot,1,Negative,2026-03-09
Boohoo,"One item is missing from my order That I paid for!! No one to contact!!
Jean sizes are awful, look nothing like the photos described. One item came incorrect size to what I had ordered. Spent what I consider alot of money and can only wear two outfits the rest are useless to me and I don't want to return and not get refunded. Not happy I paid for a ttop that I didn't recieve. Avoid, avoid, avoid!!!",1,Negative,2026-03-09
Boohoo,"Terrible returns and even worse customer service

I have two separate things to discuss and I notice multiple other reviews saying the same thing so it’s clearly an issue that the business need to fix

1. I placed a relatively large order approx £200 back in November. I returned approx £80 worth of goods but never received a refund. After chasing I found out that they had processed the refund to a gift card. I know I didn’t request this- although from other reviews I’m seeing it’s potentially a default option which is extremely sneaky and dishonest of the company. I challenged them back in November regarding this and they were very unhelpful and refused to give me my actual cash back. They also couldn’t prove that to me that I had in fact asked for this

2. I recently placed another order in late February, paid next day delivery. Another decent sized order. The order was delivered in two separate deliveries however over half the order was missing. I first of all contacted them via text message and had some back and fourth with a useless chat bot which didn’t resolve me issue. I then googled the customer service email address and reached out explaining what items were missing. They didn’t reply to my enail, instead they re-dispatched some of the missing items but then processed a refund for others. I’m assuming the refund is due to the items now being out of stock. It would have been better service to advise me that not all items would come because I bought pieces to go with each other to put together full outfits so without the other bits I don’t really want or need the other items. But here’s the kicker they have actually sent the refund to a gift card again!!! I was never consulted on this- I just want my money back!! I’m so annoyed with this company they can’t even respond to an email? Get a grip it’s not good enough.


 Now that I’m seeing so many people with similar reviews I am going to consider taking this further as I believe this company are acting dishonestly and unfairly .",1,Negative,2026-03-09
Boohoo,"I have place an order with bohoo with Order number is UK1126447290. The order was never delivered.  I have tried contacting  bohoo but they keep telling  an agent will get back to me . Since 19th Feb that they claimed  they delivered  the parcel, no one has gotten  back to me. I contacted them through  wassup  and email  but nothing.  Is a shame that bohoo should behave in such a way. If they can't resend the parcel, kindly refund my money. I guess they want to  keep the  money as well. Last time am buying  from boohoo.",1,Negative,2026-03-09
Boohoo,"Absolute appalling customer services.  They don't even deserve a 1*
Ordered an item, returned but stupidly opted to receive a giftcard as my refund. Item returned but no giftcard. Messaged them on Facebook messenger, advised that the item has been received and the GC was being issued via email. Nothing reduced. Chased 4 or 5 times.  What's massively frustrating is that every time you message with a chaser. The old message details aren't reviewed by the advisor so you have to start all over again from the beginning.  They've just messaged and it's come to light that my email address there sending the GC to gas been entered incorrectly, how can this even happen when my email address is on their system! Terrible customer services AVOID",1,Negative,2026-03-09
Boohoo,"Item arrived damaged - on trying to return item on day delivered, still with labels and packaging, was rudely told essentially they didn’t believe the product hadn’t been worn and the damaged caused by us. We will not use Boohoo again.",1,Negative,2026-03-09
Boohoo,"Zero star ratings, I would never buy from Boohoo again!😡 
Just give me my refunds owed!
I wouldn’t buy from Boohoo because they have not credited my account with the refunds due and have also issued a gift voucher as form of refund when I have not selected to be refunded that way.
Poor customer service support. All the items have been returned to them but they are not refunding my account so in essence it’s theft, Boohoo is a big company and it’s appalling that they steal from their customers.
•  UK1126225258
•  UK1126159231
•  UK1126157204

Can this be escalated to management so that I can get my full refund.",1,Negative,2026-03-09
Boohoo,The customer support was very fast and helpful. Kai responded quickly and helped me find my order and confirm the details. I really appreciate the quick assistance. Thank you!,5,Positive,2026-03-09
Boohoo,"Customer service is absolutely awful. £ weeks of going around in circles. When they don't want to answer a question mid conversation. They put the ""busier than usual message.' I'm still waiting for a refundDon't waste your money on premier service it's a terrible service",1,Negative,2026-03-08
Boohoo,"I was unable to log into my account, spoke with Kai on WhatsApp and within minutes I was logged back in…
Fab customer service 😘😘",5,Positive,2026-03-08
Boohoo,"Absolute scam of a company!
Returned 2 orders and selected refunds!
They have issued refunds onto gift vouchers which I did not authorise!! I have the proof to show I selected card refund not gift voucher!!

Absolute scam!",1,Negative,2026-03-08
